Activity Period,Activity Period Start Date,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count,data_as_of,data_loaded_at
200108,2001/08/01,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Other,International,G,4539,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200108,2001/08/01,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Other,International,G,3685,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200108,2001/08/01,TWA,TW,TWA,TW,Domestic,US,Deplaned,Other,Terminal 3,E,30256,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200108,2001/08/01,TWA,TW,TWA,TW,Domestic,US,Enplaned,Other,Terminal 3,E,29514,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200108,2001/08/01,US Airways,US,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,A,66190,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200108,2001/08/01,US Airways,US,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,A,65335,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200108,2001/08/01,US Airways,US,US Airways,US,Domestic,US,Deplaned,Low Fare,Terminal 1,B,36009,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200108,2001/08/01,US Airways,US,US Airways,US,Domestic,US,Enplaned,Low Fare,Terminal 1,B,35689,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200108,2001/08/01,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 1,B,59852,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200108,2001/08/01,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 1,B,58159,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200108,2001/08/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,42705,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200108,2001/08/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,40421,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200108,2001/08/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,1047,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200108,2001/08/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,697838,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200108,2001/08/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,696999,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200108,2001/08/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,17950,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200108,2001/08/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Other,International,G,78301,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200108,2001/08/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Other,International,G,76000,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200108,2001/08/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Thru / Transit,Other,International,G,1603,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200108,2001/08/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Other,International,G,8419,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200108,2001/08/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,7601,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200108,2001/08/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,527,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200108,2001/08/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,International,G,18966,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200108,2001/08/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,International,G,17660,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200108,2001/08/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,International,G,51,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200108,2001/08/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,36427,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200108,2001/08/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,38021,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200108,2001/08/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,1346,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200108,2001/08/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,3643,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200108,2001/08/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,3862,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200108,2001/08/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,167,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200108,2001/08/01,Vanguard Airlines,NJ,Vanguard Airlines,NJ,Domestic,US,Deplaned,Other,Terminal 1,B,3269,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200108,2001/08/01,Vanguard Airlines,NJ,Vanguard Airlines,NJ,Domestic,US,Enplaned,Other,Terminal 1,B,3218,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200108,2001/08/01,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,18034,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200108,2001/08/01,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,16960,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,18632,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,18708,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Aeroflot Russian International Airlines,,Aeroflot Russian International Airlines,,International,Europe,Deplaned,Other,International,G,986,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Aeroflot Russian International Airlines,,Aeroflot Russian International Airlines,,International,Europe,Enplaned,Other,International,G,888,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 1,B,21149,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 1,B,20896,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,A,4607,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,A,4745,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,8716,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,9301,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,26492,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,25766,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Deplaned,Other,International,A,4675,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Other,International,A,5320,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Thru / Transit,Other,International,A,404,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,2358,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,3831,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Thru / Transit,Other,International,A,1567,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Alitalia Airlines,AZ,Alitalia Airlines,AZ,International,Europe,Deplaned,Other,International,A,3866,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Alitalia Airlines,AZ,Alitalia Airlines,AZ,International,Europe,Enplaned,Other,International,A,4555,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,"All Nippon Company Airways, Ltd.",NH,"All Nippon Company Airways, Ltd.",NH,International,Asia,Deplaned,Other,International,G,2382,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,"All Nippon Company Airways, Ltd.",NH,"All Nippon Company Airways, Ltd.",NH,International,Asia,Enplaned,Other,International,G,2736,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Allegro Airlines,,Allegro Airlines,,International,Mexico,Deplaned,Other,International,A,1078,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Allegro Airlines,,Allegro Airlines,,International,Mexico,Enplaned,Other,International,A,912,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,71142,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,73073,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,2786,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,3003,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,11114,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,10985,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,4438,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,4476,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,6582,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,5814,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,49513,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,50642,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,5921,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,6632,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,5984,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,5875,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,A,6937,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,A,6345,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,5834,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,7047,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,7430,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,7490,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,4348,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,4410,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,15744,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,17195,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Deplaned,Other,International,G,6684,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Enplaned,Other,International,G,8645,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Other,Terminal 1,A,1997,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Other,Terminal 1,A,1793,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,National Airlines,N7,National Airlines,N7,Domestic,US,Deplaned,Other,Terminal 1,B,14388,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,National Airlines,N7,National Airlines,N7,Domestic,US,Enplaned,Other,Terminal 1,B,13803,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Deplaned,Other,Terminal 1,C,33175,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Enplaned,Other,Terminal 1,C,33374,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Deplaned,Other,International,A,5942,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Enplaned,Other,International,A,5588,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,8590,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,6240,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Ryan International Airlines,RD,Ryan International Airlines,RD,Domestic,US,Deplaned,Other,International,A,7075,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Ryan International Airlines,RD,Ryan International Airlines,RD,Domestic,US,Enplaned,Other,International,A,6644,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Ryan International Airlines,RD,Ryan International Airlines,RD,International,Europe,Deplaned,Other,International,A,176,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Ryan International Airlines,RD,Ryan International Airlines,RD,International,Europe,Enplaned,Other,International,A,177,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,11743,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,9652,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,32915,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,33574,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,Terminal 1,A,3917,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,Terminal 1,A,4269,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Swissair,SR,Swissair,SR,International,Europe,Deplaned,Other,International,A,5272,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Swissair,SR,Swissair,SR,International,Europe,Enplaned,Other,International,A,5608,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Other,International,G,2730,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Other,International,G,2377,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,TWA,TW,TWA,TW,Domestic,US,Deplaned,Other,Terminal 3,E,12868,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,TWA,TW,TWA,TW,Domestic,US,Enplaned,Other,Terminal 3,E,12998,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,US Airways,US,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,A,36252,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,US Airways,US,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,A,35472,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,US Airways,US,US Airways,US,Domestic,US,Deplaned,Low Fare,Terminal 1,B,22667,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,US Airways,US,US Airways,US,Domestic,US,Enplaned,Low Fare,Terminal 1,B,21641,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 1,B,30070,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 1,B,30576,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,22416,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,21381,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,512,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,366303,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,368675,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,8761,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Other,International,G,45240,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Other,International,G,49202,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Thru / Transit,Other,International,G,1263,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Other,International,G,5668,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,5912,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,280,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,International,G,9910,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,International,G,8932,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,International,G,50,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,27230,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,28960,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,860,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,2041,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,2279,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,136,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Vanguard Airlines,NJ,Vanguard Airlines,NJ,Domestic,US,Deplaned,Other,Terminal 1,B,2160,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Vanguard Airlines,NJ,Vanguard Airlines,NJ,Domestic,US,Enplaned,Other,Terminal 1,B,2625,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,12296,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200109,2001/09/01,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,12252,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
200110,2001/10/01,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,22078,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
